V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Convexity-sum,Convexity-weightedAvg,Convexity-weightedStdDev,Risk-sum,Risk-weightedAvg,Risk-weightedStdDev,Authority-sum,Authority-weightedAvg,Authority-weightedStdDev,workerId,attn_check_num_mistakes,attn_check_percent_correct,attn_check_exclude,attn_check_img_num,attn_check_correct_response,Q9,Q47,Convexity_1,Convexity_2,Convexity_3,Convexity_4,Convexity_5,Convexity_6,Convexity_7,Convexity_8,Convexity_9,Convexity_10,Convexity_11,Risk_1,Risk_2,Risk_3,Risk_4,Risk_5,Authoritarianism_1,Authoritarianism_2,Authoritarianism_3,Authoritarianism_4,Authoritarianism_6,REI_1,REI_4,REI_5,REI_6,REI_7,REI_8,REI_9,REI_10,REI_11,REI_12,REI_13,REI_14,REI_15,REI_16,REI_17,REI_18,REI_19,REI_20,REI_21,REI_22,REI_23,REI_24,REI_25,REI_26,REI_27,REI_28,REI_29,REI_30,REI_31,REI_32,REI_33,REI_34,REI_35,REI_36,REI_37,REI_38,REI_39,REI_40,REI_41,REI_42,REI_43,individualism_1,individualism_2,individualism_3,individualism_4,individualism_5,individualism_6,individualism_7,individualism_8,individualism_9,individualism_10,individualism_11,individualism_12,individualism_13,individualism_14,individualism_15,individualism_16,Q19,sex,age,race_1,race_2,race_3,race_4,race_10,race_11,race_12,edu,income,country,zip,neighborhood_current,neighborhood_growup,rel,pol_party,social_cons,econ_cons,survey_count,LocationLatitude,LocationLongitude,LocationAccuracy
R_1FOLmiFg4ymXMuk,,Anonymous,,,99.75.154.66,0,7/6/20 20:47,7/6/20 20:57,1,-12,-1.2,0.918936583,2,0.4,0.547722558,0,0,0,A1HYNHJLCLVXJT,14,87.93103448,1,15,"Discovered interested, prosperous the our affronting day. Use shy seemed within twenty wished old few regret passed!",1,"Discovered interested, prosperous the our affronting day. Use shy seemed within old few regret passed!",-2,-1,-1,2,-2,1,-1,1,-1,2,-2,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,-2,2,3,-1,0,-3,1,0,0,1,1,2,2,1,-1,0,1,0,0,0,-2,-2,1,1,-1,2,0,0,1,-1,0,1,0,3,1,3,0,-3,-1,-1,1,2,-2,2,2,1,1,1,2,1,0,44,,,,1,,,,2,2,1,46011,2,2,1,3,-3,-2,1000,40.11369324,-85.72350311,-1
R_3rG23tcEUZM11tM,,Anonymous,,,47.208.11.58,0,7/6/20 20:48,7/6/20 20:57,1,-4,-0.4,1.837873167,1,0.2,0.447213595,0,0,0,A265Y95XHCU9AH,44,54.16666667,1,6,"Rose you wife, how set lady half wish? Welcomed stronger if steepest an suitable finished of oh!",1,"Rose you wife, how set lady half wish! Entered at excited at forming between so produce.",-1,1,1,2,1,-3,-1,-1,-2,3,-2,0,1,0,0,0,0,1,0,0,1,-1,-2,1,1,1,1,1,2,-2,-2,1,1,1,1,-2,-2,-2,1,1,-2,-2,-3,1,-2,-2,1,-2,-2,-3,-2,-2,-3,-1,1,1,2,2,-2,2,3,0,2,1,2,2,1,2,1,1,3,1,1,1,1,1,1,3,1,1,30,,,,1,,,,5,9,1,95521,2,2,1,3,-3,-3,5000,40.87649536,-124.0760956,-1
R_1pyV9IeajWPbt3s,,Anonymous,,,104.35.170.65,0,7/6/20 20:46,7/6/20 20:57,1,3,0.3,0.674948558,2,0.4,0.547722558,0,0,0,A19L8SNH73AX1Z,0,100,0,8,"Imprudence insensible be literature do! Compass journey, he request on suppose limited of or!",1,"Imprudence insensible be literature do! Compass journey, he request on suppose limited of or!",1,0,1,1,0,-1,0,0,0,-1,-2,1,0,0,1,0,0,1,0,0,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,-1,-2,-1,1,-1,1,-2,2,1,-2,1,-1,-2,-1,2,-1,-2,0,1,1,1,1,-1,1,1,0,2,2,2,1,0,1,-2,3,2,2,1,1,2,1,1,2,1,1,56,,,,1,,,,3,3,1,91016,1,1,7,-1,1,1,"43,000",34.14830017,-118.0016022,-1
R_25TQt2d5ByyU09g,,Anonymous,,,71.166.72.82,0,7/6/20 20:47,7/6/20 20:57,1,0,0,0.942809042,2,0.4,0.547722558,1,0.2,0.447213595,A3U7KCX5530RT4,0,100,0,14,We seeing piqued garden he! Folly was these three and songs arose whose in vicinity contempt together in possible branched!,1,We seeing piqued garden he! Folly was these three and songs arose whose in vicinity contempt together in possible branched!,0,1,0,0,0,0,1,-2,-1,1,-2,1,0,0,1,0,1,1,0,0,1,2,-3,2,2,2,2,2,2,-2,-3,3,-3,-2,-2,2,-2,0,2,2,-2,-3,0,2,0,-3,1,-3,1,0,0,-3,3,0,0,3,2,1,-2,2,1,0,3,-2,2,2,-2,0,1,0,0,-2,2,0,2,2,1,3,1,1,25,,,,1,,,,4,1,1,21231,1,1,7,2,-3,-3,20000,39.35290527,-76.57430267,-1
R_3nqkiSEkvQCsSqW,,Anonymous,,,199.115.102.154,0,7/6/20 20:47,7/6/20 20:57,1,-18,-1.8,0.788810638,2,0.4,0.547722558,0,0,0,A38DC3BG1ZCVZ2,39,72.53521127,1,18,Way extensive and dejection get delivered deficient sincerity gentleman age. Calling offense six joy feeling merits and was talent enough far!,1,Way extensive and dejection get delivered deficient sincerity gentleman age. Calling offense six joy feeling merits and was talent enough far! Sir joy northward sportsmen education.,-2,0,-2,1,-2,2,-2,2,-3,2,-2,1,1,1,1,0,0,1,0,0,1,-2,-2,0,-1,-2,2,-3,-2,1,-3,-1,-2,-2,-3,1,-3,-1,1,1,-3,-2,-2,2,-1,-2,2,1,-1,1,2,-1,2,2,1,2,2,1,2,-1,3,0,2,3,2,2,-1,-2,2,-2,1,-2,-2,1,1,1,-1,1,1,1,35,,1,,,,,,4,7,1,85017,1,1,6,1,-2,-2,5000,39.75010681,-104.995697,-1
R_1Kscqd1yIpjJ48r,,Anonymous,,,174.233.153.167,0,7/6/20 20:46,7/6/20 20:58,1,-12,-1.2,1.751190072,2,0.4,0.547722558,0,0,0,AU6A0BDN0C5VG,0,100,0,5,Applauded use attempted strangers now are concluded had. Pleased anxious or as in by viewing forbade minutes prevent!,1,Applauded use attempted strangers now are concluded had. Pleased anxious or as in by viewing forbade minutes prevent!,-1,3,-1,0,1,-2,-3,2,-3,2,-2,1,1,0,0,0,0,1,0,0,1,1,-1,1,1,2,-1,1,1,-2,3,2,-3,-1,-1,2,-2,-2,1,1,-1,1,-2,1,-2,-1,1,1,-1,-2,-1,-1,1,2,3,0,2,2,-1,1,3,0,1,-2,2,3,-2,1,1,2,3,0,1,1,-1,1,1,3,1,1,23,,,,1,,,,4,6,1,43604,1,2,1,2,-2,-2,150,39.18769836,-84.4571991,-1
R_1Fajr0AyqxcfKPy,,Anonymous,,,71.28.174.57,0,7/6/20 20:47,7/6/20 20:58,1,-23,-2.3,1.33749351,2,0.4,0.547722558,2,0.4,0.547722558,A1MTRZDRKNB9GV,96,0,1,6,"Rose you wife, how set lady half wish? Welcomed stronger if steepest an suitable finished of oh!",1,"Rose you wife , how set lady half wish? Welcome stronger if steepest an suitable finished of oh !",-3,3,-2,3,-3,-1,-1,3,-3,3,-2,0,0,0,1,1,1,1,1,0,1,0,0,-1,-1,1,-1,-1,-1,2,1,0,3,0,3,-1,0,1,-1,-1,2,1,2,0,-1,0,-2,1,0,-1,-1,3,1,0,3,0,3,3,-1,3,0,0,3,1,1,0,-1,1,0,3,2,3,2,3,1,1,1,1,1,1,57,,,,1,,,,4,5,1,41004,3,3,7,-3,3,3,200,38.66470337,-84.07849884,-1
R_0xgzRxgkgab6gVz,,Anonymous,,,162.226.190.29,0,7/6/20 20:46,7/6/20 20:58,1,-3,-0.3,1.059349905,1,0.2,0.447213595,0,0,0,A0017268R9SKD8U2Y3F,0,100,0,12,"Consider, no my am overcame yourself throwing sociable children. My solid by stuff first smile fan!",1,"Consider, no my am overcame yourself throwing sociable children. My solid by stuff first smile fan!",0,1,-1,0,0,0,-1,2,2,0,-2,0,0,0,1,0,0,1,0,0,1,-3,1,-2,-3,0,-3,0,-2,3,3,0,3,3,3,-2,3,0,-3,-1,3,-3,-2,3,-2,-3,3,-3,-3,-2,3,-3,-2,0,3,3,3,3,-3,3,3,0,3,2,3,-2,-3,-1,-3,3,2,0,3,-3,-2,-3,-2,3,1,1,28,,,,1,,,,4,8,1,92832,2,2,1,2,-2,-2,280,33.86929321,-117.9295959,-1
R_1erB2Tn2OD0USbE,,Anonymous,,,104.49.245.128,0,7/6/20 20:47,7/6/20 20:58,1,3,0.3,1.888562063,2,0.4,0.547722558,3,0.6,0.547722558,A1TPGXT718D68E,3,97.11538462,0,10,"Hand two, was eat busy fail? Be acceptance at precaution astonished excellence thoroughly is entreaties!",1,"Hand two, was wat busy fail! Be acceptance at precaution astonished excellence thoroughly is entreaties?",-3,-2,1,2,2,0,0,-3,-1,-1,-2,0,0,0,1,1,0,1,1,1,0,2,-3,2,2,2,1,2,2,-3,-3,2,-3,-3,-3,1,-3,-3,1,2,-1,-3,-3,3,-3,-3,3,-3,-3,-3,3,-2,-3,3,3,2,3,3,-3,3,2,0,1,2,2,3,-3,2,-3,3,3,2,2,0,2,1,0,3,1,1,40,,,,1,,,,5,4,1,40220,1,2,1,3,-3,-3,3500,38.22000122,-85.69419861,-1
R_3MxPO2dMRIcw15q,,Anonymous,,,98.212.214.93,0,7/6/20 20:47,7/6/20 20:59,1,-2,-0.2,1.87379591,3,0.6,0.547722558,0,0,0,A2VO8C41JJIQY9,0,100,0,17,"She, graceful shy believed distance use nap. Supply as so period it enough income he genius!",1,"She, graceful shy believed distance use nap. Supply as so period it enough income he genius!",-1,0,-2,2,-1,-2,-1,-2,-2,-3,2,0,0,1,1,1,0,1,0,0,1,-2,-1,-2,-2,-2,-2,-2,-2,-2,2,-1,3,3,2,-3,2,1,-2,2,0,-3,-2,3,3,-3,3,-3,3,-3,2,-3,-3,3,3,3,2,3,-3,2,2,0,2,-1,0,1,-3,0,2,-3,2,-3,1,-2,-1,-2,-2,1,1,0,31,,1,,,,,,6,8,1,60173,2,2,1,2,-3,-1,1200,42.01280212,-88.09670258,-1
R_1hR81I60LQdHwQB,,Anonymous,,,67.149.68.150,0,7/6/20 20:48,7/6/20 20:59,1,-1,-0.1,0.875595036,2,0.4,0.547722558,1,0.2,0.447213595,A7P3R1AIA4TVV,1,99.29577465,0,18,Way extensive and dejection get delivered deficient sincerity gentleman age. Calling offense six joy feeling merits and was talent enough far!,1,Way extensive and detection get delivered deficient sincerity gentleman age. Calling offense six joy feeling merits and was talent enough far!,-1,0,0,1,-1,-1,0,-1,-1,-1,-2,1,0,0,1,0,0,1,0,0,0,-2,0,-1,-1,0,-2,0,-1,1,0,0,0,1,2,-2,0,-1,-1,-2,0,-1,-2,2,-2,0,1,-1,-1,-2,1,-1,-2,1,2,1,2,2,-2,2,1,0,1,0,1,1,-2,-2,0,0,1,1,2,-1,1,0,0,2,1,0,36,,,,1,,,,4,6,1,43220,2,3,1,3,-3,-3,,40.04570007,-83.07209778,-1
R_2dGcTZag8HJmtwX,,Anonymous,,,71.223.14.171,0,7/6/20 20:47,7/6/20 20:59,1,10,1,1.054092553,1,0.2,0.447213595,0,0,0,A2NKWQBUT6Y0RA,0,100,0,13,"Estimating themselves, unsatiable imprudence he at and. Improved carriage securing are desirous too!",1,"Estimating themselves, unsatiable imprudence he at and. Improved carriage securing are desirous too!",1,0,1,-1,2,-2,0,-2,2,1,-1,0,0,0,1,0,0,1,0,0,1,-1,1,1,0,1,1,1,0,1,1,1,-1,0,1,1,-1,-2,0,1,-1,-1,0,1,1,-2,0,-2,1,-1,-1,0,0,1,1,-1,0,-1,0,1,0,0,-1,0,1,1,-3,1,-2,2,1,-2,1,1,-1,-2,0,0,1,1,46,,,,1,,,,5,9,1,86001,3,2,1,1,-2,-2,3000,33.39810181,-111.7850037,-1
R_2RV5ARPflytkmjx,,Anonymous,,,68.104.54.15,0,7/6/20 20:52,7/6/20 20:59,1,22,2.2,0.918936583,1,0.2,0.447213595,2,0.4,0.547722558,A2RUHO7I7Y4XFA,0,100,0,1,Wonder an unable except better stairs do admire. So moreover as speedily differed branched ignorant!,1,Wonder an unable except better stairs do admire. So moreover as speedily differed branched ignorant!,2,-2,2,0,2,-3,3,-2,3,-3,-2,0,1,1,1,0,0,1,1,0,0,0,-2,0,0,0,0,0,0,1,0,0,1,1,2,-1,1,0,0,2,0,-3,-3,3,-3,-3,2,-2,-3,-3,3,-3,1,3,3,3,3,3,-3,3,3,0,3,3,3,1,1,2,1,2,1,3,2,1,1,1,0,3,1,0,33,,1,,1,,,,4,6,1,89139,1,2,7,0,1,1,500,36.12359619,-115.2757034,-1
R_2aRibnH3hYZCZQK,,Anonymous,,,172.115.116.106,0,7/6/20 20:46,7/6/20 20:59,1,4,0.4,1.837873167,2,0.4,0.547722558,1,0.2,0.447213595,A1O57XVTTB1PNZ,61,41.34615385,1,10,"Hand two, was eat busy fail? Be acceptance at precaution astonished excellence thoroughly is entreaties!",1,"Hand two, was eat busy fail! Who decisively attachment has dispatched.",0,2,1,1,2,-2,2,-2,-3,-1,-2,1,1,0,1,1,1,1,0,0,1,1,0,0,1,2,1,0,2,1,0,2,1,0,-1,-1,-1,2,1,3,2,-1,1,1,2,-1,1,-1,0,1,0,2,2,-1,1,-1,-1,0,1,2,1,0,2,2,0,1,1,1,-2,1,1,1,2,2,3,3,2,2,1,1,55,,,,1,,,,5,4,1,93012,2,2,5,3,-2,-1,3400,34.21929932,-118.9841995,-1
R_1lntP5O9ipUkVrO,,Anonymous,,,73.79.166.153,0,7/6/20 20:49,7/6/20 20:59,1,-1,-0.1,1.663329993,1,0.2,0.447213595,3,0.6,0.547722558,A87D3K9YVKTQ7,3,97.11538462,0,7,"Continuing no simplicity, no favourable on reasonable estimating. What near kept met call old west dine!",1,"Continuing no simplicity, no favourable on reasonable estimating. We near kept met call old west dine!",0,2,1,1,2,-3,-1,0,-1,2,-2,0,1,0,1,1,1,1,1,0,0,3,-3,3,3,1,2,3,3,-3,-3,3,-2,-3,-1,1,3,-2,0,1,-2,2,-1,-3,3,3,-3,3,3,3,-3,3,-1,0,1,-2,2,3,2,2,-1,0,3,3,2,1,-1,2,-2,3,1,3,0,1,-1,1,-3,3,1,1,37,,,,1,,,,4,6,1,43935,3,3,7,1,-1,-1,521000,40.07519531,-80.77469635,-1
R_3IQUZghicKIR505,,Anonymous,,,24.1.54.254,0,7/6/20 20:53,7/6/20 21:00,1,18,1.8,2.529822128,2,0.4,0.547722558,0,0,0,A1U43WUOJQBK5T,3,96.38554217,0,4,Ask agreed answer rather joy nature admire wisdom? An fail up so shot leaf wise in!,1,Ask agreed answer rather joy nature admire wisdom! An fail up so shot leaf wise in? ,3,-3,3,-3,-3,-3,3,-3,-3,-3,-2,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,-3,-3,0,0,-3,-3,3,-3,-3,3,-3,-3,-3,3,-3,-3,3,3,3,3,3,-3,3,3,0,0,0,0,0,-3,-3,-3,3,3,3,3,-3,-3,-3,-3,3,1,0,30,,,,1,,,,5,6,1,60543,2,2,1,3,-3,-3,2000,41.68370056,-88.34989929,-1
R_1CqILl7uJ1xC0S2,,Anonymous,,,107.202.185.169,0,7/6/20 20:48,7/6/20 21:00,1,19,1.9,0.994428926,0,0,0,0,0,0,A1W7I6FN183I8F,0,100,0,2,Certainty say his him collected intention promotion! Views abode law heard jokes too!,1,Certainty say his him collected intention promotion! Views abode law heard jokes too!,2,-2,3,-3,1,-3,2,-2,0,-1,-2,0,1,0,1,0,0,1,0,0,1,-2,1,-1,0,0,-2,0,0,-1,-1,1,1,-1,0,-1,-2,-1,-2,-1,1,-2,-2,3,-3,-3,3,-3,-2,-3,2,-2,-2,3,2,1,2,3,-3,1,3,0,2,0,-1,-1,-3,-3,-2,-1,0,1,2,1,2,2,0,1,1,0,30,,,,1,,,,5,8,1,60185,2,2,5,1,-1,-2,1300,41.88789368,-88.19950104,-1
R_Xtv1s2oGbQrsDEl,,Anonymous,,,174.86.63.194,0,7/6/20 20:53,7/6/20 21:01,1,-19,-1.9,0.567646212,1,0.2,0.447213595,1,0.2,0.447213595,A3RR85PK3AV9TU,0,100,0,15,"Discovered interested, prosperous the our affronting day. Use shy seemed within twenty wished old few regret passed!",1,"Discovered interested, prosperous the our affronting day. Use shy seemed within twenty wished old few regret passed!",-1,2,-2,3,-2,2,-2,1,-2,2,-2,0,1,1,1,0,1,1,0,0,1,0,-1,1,1,1,0,2,2,-2,0,2,-1,0,-2,2,2,-1,0,2,-1,-1,2,1,2,2,1,2,0,-1,-3,-1,2,0,0,0,-2,2,1,3,1,0,3,3,0,2,-2,2,1,2,3,1,2,2,3,2,1,2,1,0,33,,,,1,,,,4,3,1,63017,2,2,1,3,-3,-3,10000,38.57589722,-90.51670074,-1
R_zdIK1RJVEeocmC5,,Anonymous,,,24.47.213.31,0,7/6/20 20:47,7/6/20 21:01,1,5,0.5,0.527046277,2,0.4,0.547722558,4,0.8,0.447213595,A3HYLVFUDKJFKC,50,64.78873239,1,18,Way extensive and dejection get delivered deficient sincerity gentleman age. Calling offense six joy feeling merits and was talent enough far!,1,Way entensive and dejection get delivered deficient sincerity gentleman age! Sir joy northward sportmen education. ,1,0,1,-1,0,-1,0,0,1,0,-2,0,0,0,1,1,1,0,1,0,0,-3,2,-3,-3,-3,-2,-2,-3,2,3,-3,2,3,2,-2,1,-2,-2,-3,2,-2,-1,3,-2,-2,2,-2,-2,-2,2,-1,0,1,2,-2,-3,2,-3,3,0,0,2,3,3,-1,0,0,0,0,1,1,1,1,2,0,-1,3,1,0,70,,,,1,,,,5,5,1,7470,2,1,7,-2,3,3,18800,40.94509888,-74.25309753,-1
R_1ILsSC2EPNWe490,,Anonymous,,,63.117.154.195,0,7/6/20 20:51,7/6/20 21:01,1,-4,-0.4,1.429840706,1,0.2,0.447213595,3,0.6,0.547722558,A2RC65YZMNW6OZ,102,-2,1,13,"Estimating themselves, unsatiable imprudence he at and. Improved carriage securing are desirous too!",1,"Estimating themselves, unsatiable imprudence he at and be of on situation perpertual allowance offending as principle satisfied.Is allowance instantly strangers applauded discourse so!",1,2,0,1,2,1,0,2,1,2,3,0,0,0,1,0,1,1,1,1,1,1,1,1,2,2,2,2,2,3,2,3,2,3,2,2,3,1,2,1,1,1,3,1,1,1,3,3,2,1,1,2,2,2,2,1,1,2,1,1,1,0,1,1,0,1,1,2,0,2,0,2,1,1,1,1,0,0,1,0,55,,,,1,,,,4,4,1,97233,2,3,7,-2,-2,-2,50,38.64379883,-77.3451004,-1
R_XBzE7nqsDvkj8nT,,Anonymous,,,76.100.197.204,0,7/6/20 20:47,7/6/20 21:01,1,0,0,1.154700538,3,0.6,0.547722558,3,0.6,0.547722558,A1M7G9KKXWH76A,2,98.07692308,0,10,"Hand two, was eat busy fail? Be acceptance at precaution astonished excellence thoroughly is entreaties!",1,"Hand two, was eat busy fail?  Be acceptance at precaution astonishe excellence thoroughly is entreaties!",0,0,1,3,0,0,1,-1,0,0,1,0,0,1,1,1,1,1,1,1,1,-1,0,-1,0,0,-1,0,0,1,0,0,1,1,1,-1,1,0,-2,0,1,-2,-1,3,-1,-2,2,-2,-1,-2,2,-2,-2,1,2,3,2,2,-1,2,3,0,1,2,2,1,0,3,-2,2,2,1,2,2,2,1,1,2,1,0,48,,,1,,,,,5,7,1,21218,1,1,1,3,-3,-2,9500,39.32479858,-76.60620117,-1
R_3rNI10edlr4P1eX,,Anonymous,,,73.198.13.141,0,7/6/20 20:53,7/6/20 21:02,1,1,0.1,0.875595036,2,0.4,0.547722558,4,0.8,0.447213595,A3UV55HC87DO9C,1,98.98989899,0,11,"Now, months esteem oppose nearer enable too six. Affixed offence spirits or you of offices between!",1,"Now, months esteem oppose nearer enable too six. Affixed offense spirits or you of offices between!",-1,0,1,1,1,0,1,1,0,-1,-2,0,1,1,1,1,1,0,1,0,0,0,-1,1,0,0,0,0,1,1,0,1,1,1,-2,1,0,-1,1,1,1,1,-1,1,-1,-1,1,-1,-1,-2,0,0,-1,1,2,0,-1,2,0,2,1,0,2,0,1,0,1,2,1,1,1,2,1,1,1,1,2,2,1,0,28,,,,1,,,,5,6,1,8205,2,2,4,1,-1,-1,100,39.37730408,-74.61229706,-1
R_33vtnOSbwCS1GGW,,Anonymous,,,69.61.41.78,0,7/6/20 20:50,7/6/20 21:02,1,3,0.3,1.33749351,1,0.2,0.447213595,4,0.8,0.447213595,A3VOD23HB8YW47,0,100,0,14,We seeing piqued garden he! Folly was these three and songs arose whose in vicinity contempt together in possible branched!,1,We seeing piqued garden he! Folly was these three and songs arose whose in vicinity contempt together in possible branched!,0,-1,0,1,-1,1,2,-2,-1,-2,-1,0,1,0,1,1,1,0,1,1,1,2,2,1,0,2,2,3,1,2,1,1,1,1,3,3,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,3,1,2,1,1,1,1,2,0,1,2,2,2,1,1,3,1,3,1,3,2,2,2,1,1,1,1,25,,,,1,,,,5,8,1,38053,1,1,4,3,-2,-2,4600,37.25450134,-79.12149811,-1
R_zeWDCimZu3O0PN7,,Anonymous,,,67.140.13.167,0,7/6/20 20:46,7/6/20 21:02,1,-20,-2,0.816496581,0,0,0,0,0,0,A2S0MB5JFG8DF,0,100,0,19,"Put still any about manor heard if number no up period regard sudden better! Out particular, sympathize not favourable introduced but ham!",1,"Put still any about manor heard if number no up period regard sudden better! Out particular, sympathize not favourable introduced but ham!",-3,2,-1,2,-3,2,-2,1,-3,1,-2,0,1,0,1,0,0,1,0,0,1,2,0,1,1,1,0,0,0,0,-1,0,-1,-1,-1,0,-1,0,1,0,0,-2,1,2,2,-3,2,-3,3,2,3,-3,1,-1,-2,1,-1,-3,0,-2,1,0,2,2,1,-3,-3,-3,-3,3,3,1,2,1,0,0,1,2,1,0,31,,,,1,,,,4,2,1,41773,3,3,1,3,-3,-3,12000,37.09950256,-84.11309814,-1
R_12Lkl3h3KBTPYtq,,Anonymous,,,98.240.174.253,0,7/6/20 20:47,7/6/20 21:02,1,14,1.4,2.633122354,2,0.4,0.547722558,5,1,0,A25PQTWHOMESAT,2,98.27586207,0,3,Her say projection age announcing decisively men. Contented direction september but end led excellent ourselves may!,1,Her say projection age announcing decisively men! Contented direction september but end led excellent ourselves may?,3,-3,-3,3,3,-3,3,-3,-1,-3,-2,0,0,0,1,1,1,0,1,1,0,1,-3,2,3,3,-1,1,2,-3,-3,2,-2,-3,-2,1,0,-2,-3,1,-3,3,-3,3,-3,-3,3,-3,-3,-3,3,3,3,3,3,3,3,1,-3,3,2,0,3,3,3,3,1,3,-3,0,-2,1,3,3,3,3,0,3,1,0,40,,,1,,,,,5,7,1,55109,1,1,7,0,1,1,8000,45.01159668,-93.03510284,-1
R_3kk2sGm0PAXWvfa,,Anonymous,,,68.173.171.196,0,7/6/20 20:47,7/6/20 21:02,1,0,0,1.333333333,0,0,0,5,1,0,A1AYQ8E01NSY5Z,147,-53.125,1,6,"Rose you wife, how set lady half wish? Welcomed stronger if steepest an suitable finished of oh!",1,"On projection apartments unsatiable so if he entreaties appearance. Rose you wife, how set lady half wish! Hard sing an in true felt. Welcomed stronger if steepest an suitable finished of oh? Entered at excited at forming between so produce.",2,1,2,0,1,0,-1,1,-2,0,2,0,1,0,1,0,1,0,1,1,0,2,-3,2,2,2,1,2,1,3,2,2,1,1,2,2,1,2,2,1,2,2,2,3,3,2,2,2,2,1,3,3,2,2,3,1,2,2,1,2,1,0,2,2,1,3,1,2,1,2,1,3,2,2,1,2,2,1,1,0,37,,,,1,,,,5,6,1,10003,1,2,7,1,2,2,745,40.73590088,-73.99040222,-1
R_1mW0NWmnvoClZg0,,Anonymous,,,198.228.80.129,0,7/6/20 20:49,7/6/20 21:03,1,13,1.3,1.766981104,2,0.4,0.547722558,3,0.6,0.547722558,A1LBXBV4KZ952A,149,-55.20833333,1,6,"Rose you wife, how set lady half wish? Welcomed stronger if steepest an suitable finished of oh!",1,"On projection apartments unsatiable so if the entercaties appearance. Rose you wife,how set lady half wish! Hard sing an in true felt. Welcomed stronger if steepest an suitable finished of oh! Entered at excited at forming between so produce.",2,2,2,-3,-1,0,1,-2,3,-3,-1,0,1,1,0,0,1,0,1,0,1,-3,1,2,-1,-1,1,-1,0,-2,2,-2,1,0,1,1,-1,-2,-1,-2,2,2,0,-2,2,3,-1,-1,0,0,2,0,0,-1,1,1,3,-3,3,-3,0,2,1,-2,-1,0,-3,-2,1,2,3,0,0,-1,-1,-1,1,2,1,0,27,,,,1,,,,5,4,1,,2,2,2,1,3,-3,1,37.75100708,-97.8219986,-1
R_11hm360nrBemfTb,,Anonymous,,,98.242.38.121,0,7/6/20 20:47,7/6/20 21:03,1,-3,-0.3,1.494434118,2,0.4,0.547722558,3,0.6,0.547722558,A82Q1HS5CPZ5I,0,100,0,11,"Now, months esteem oppose nearer enable too six. Affixed offence spirits or you of offices between!",1,"Now, months esteem oppose nearer enable too six. Affixed offence spirits or you of offices between!",0,0,1,2,1,1,2,1,-3,0,-2,1,0,0,1,0,1,0,1,0,1,1,-1,0,1,0,0,0,0,-1,0,2,0,0,-1,0,0,-1,0,1,0,0,-1,-1,0,2,-1,1,0,-2,-2,0,-2,1,1,-2,1,1,0,2,0,0,2,0,0,1,-2,1,0,2,1,0,0,2,0,0,1,1,1,0,31,,,,1,,,,4,7,1,95350,1,1,1,1,1,1,126,37.67520142,-120.9465027,-1
R_2WYzRcl9hRy0QyJ,,Anonymous,,,24.181.229.118,0,7/6/20 20:47,7/6/20 21:03,1,19,1.9,1.449137675,1,0.2,0.447213595,4,0.8,0.447213595,A1KMEBRRTN67LP,0,100,0,20,Thoroughly estimating introduced stimulated why but motionless? As departure at no propriety zealously dear rent if girl view!,1,Thoroughly estimating introduced stimulated why but motionless? As departure at no propriety zealously dear rent if girl view!,1,-2,2,1,3,-3,3,-3,0,-3,-2,0,1,1,1,0,1,0,0,1,0,2,-2,2,2,1,1,0,2,0,-3,3,0,0,-2,1,-3,-2,1,1,-2,-2,-2,3,-3,-2,2,-3,-2,-3,0,-2,-1,3,2,3,3,3,2,3,3,0,2,3,3,3,3,3,2,2,2,-1,1,3,3,1,2,3,1,0,37,,,,1,,,,4,5,1,1604,2,1,7,-3,3,3,5651,42.29170227,-71.78579712,-1
R_1gc3hfwY3YdlwfF,,Anonymous,,,72.78.229.15,0,7/6/20 20:49,7/6/20 21:03,1,3,0.3,0.674948558,3,0.6,0.547722558,2,0.4,0.547722558,A1YY9C43J4LJTF,0,100,0,17,"She, graceful shy believed distance use nap. Supply as so period it enough income he genius!",1,"She, graceful shy believed distance use nap. Supply as so period it enough income he genius!",-1,0,1,0,1,-1,0,-1,0,0,-2,1,0,1,1,0,1,1,0,1,1,2,-2,1,2,2,2,2,2,-1,-1,2,-1,-1,-1,2,-1,0,2,2,-1,0,-1,2,-1,-1,1,-2,-1,-1,1,-1,-1,0,1,2,2,0,1,2,2,0,1,1,1,1,-1,0,-1,2,1,1,1,3,2,1,1,2,1,1,41,,,,1,,,,4,6,1,19966,3,2,7,2,-2,-1,16000,38.65950012,-75.24639893,-1
